County,Vote type,Total ballots,Contest,Ballots cast,Undervotes
Paulding,Absentee by Mail,3307,Attorney General,3260,47
Paulding,Advance in Person,32842,Attorney General,32345,497
Paulding,Election Day,25073,Attorney General,24655,418
Paulding,Provisional,83,Attorney General,81,2
Peach,Absentee by Mail,445,Attorney General,438,7
Peach,Advance in Person,6720,Attorney General,6586,134
Peach,Election Day,3190,Attorney General,3118,72
Peach,Provisional,90,Attorney General,87,3
Pickens,Absentee by Mail,222,Attorney General,220,2
Pickens,Advance in Person,7121,Attorney General,6975,146
Pickens,Election Day,6019,Attorney General,5886,133
Pickens,Provisional,0,Attorney General,0,0
Pierce,Absentee by Mail,327,Attorney General,327,0
Pierce,Advance in Person,4598,Attorney General,4532,66
Pierce,Election Day,1958,Attorney General,1917,41
Pierce,Provisional,1,Attorney General,1,0
Pike,Absentee by Mail,304,Attorney General,301,3
Pike,Advance in Person,4478,Attorney General,4425,53
Pike,Election Day,3752,Attorney General,3669,83
Pike,Provisional,9,Attorney General,9,0
Polk,Absentee by Mail,447,Attorney General,443,4
Polk,Advance in Person,7744,Attorney General,7571,173
Polk,Election Day,4668,Attorney General,4554,114
Polk,Provisional,2,Attorney General,2,0
Pulaski,Absentee by Mail,232,Attorney General,224,8
Pulaski,Advance in Person,2522,Attorney General,2417,105
Pulaski,Election Day,868,Attorney General,826,42
Pulaski,Provisional,0,Attorney General,0,0
Putnam,Absentee by Mail,598,Attorney General,594,4
Putnam,Advance in Person,4858,Attorney General,4776,82
Putnam,Election Day,3865,Attorney General,3769,96
Putnam,Provisional,14,Attorney General,14,0
Quitman,Absentee by Mail,60,Attorney General,53,7
Quitman,Advance in Person,451,Attorney General,424,27
Quitman,Election Day,429,Attorney General,408,21
Quitman,Provisional,0,Attorney General,0,0
Rabun,Absentee by Mail,843,Attorney General,826,17
Rabun,Advance in Person,4889,Attorney General,4787,102
Rabun,Election Day,1846,Attorney General,1803,43
Rabun,Provisional,0,Attorney General,0,0
Randolph,Absentee by Mail,313,Attorney General,305,8
Randolph,Advance in Person,1232,Attorney General,1183,49
Randolph,Election Day,1243,Attorney General,1201,42
Randolph,Provisional,1,Attorney General,1,0
Richmond,Absentee by Mail,5314,Attorney General,5202,112
Richmond,Advance in Person,28737,Attorney General,28223,514
Richmond,Election Day,35992,Attorney General,35178,814
Richmond,Provisional,112,Attorney General,103,9
Rockdale,Absentee by Mail,1853,Attorney General,1822,31
Rockdale,Advance in Person,22789,Attorney General,22450,339
Rockdale,Election Day,11958,Attorney General,11722,236
Rockdale,Provisional,55,Attorney General,53,2
Schley,Absentee by Mail,96,Attorney General,96,0
Schley,Advance in Person,1321,Attorney General,1286,35
Schley,Election Day,514,Attorney General,490,24
Schley,Provisional,2,Attorney General,2,0
Screven,Absentee by Mail,271,Attorney General,261,10
Screven,Advance in Person,2674,Attorney General,2595,79
Screven,Election Day,2462,Attorney General,2362,100
Screven,Provisional,7,Attorney General,7,0
Seminole,Absentee by Mail,264,Attorney General,259,5
Seminole,Advance in Person,1078,Attorney General,1063,15
Seminole,Election Day,1872,Attorney General,1824,48
Seminole,Provisional,13,Attorney General,12,1
Spalding,Absentee by Mail,1283,Attorney General,1255,28
Spalding,Advance in Person,13046,Attorney General,12706,340
Spalding,Election Day,10056,Attorney General,9818,238
Spalding,Provisional,32,Attorney General,30,2
Stephens,Absentee by Mail,536,Attorney General,527,9
Stephens,Advance in Person,6139,Attorney General,6007,132
Stephens,Election Day,2394,Attorney General,2327,67
Stephens,Provisional,18,Attorney General,17,1
Stewart,Absentee by Mail,233,Attorney General,220,13
Stewart,Advance in Person,694,Attorney General,645,49
Stewart,Election Day,857,Attorney General,782,75
Stewart,Provisional,35,Attorney General,35,0
Sumter,Absentee by Mail,877,Attorney General,852,25
Sumter,Advance in Person,5531,Attorney General,5401,130
Sumter,Election Day,4148,Attorney General,4038,110
Sumter,Provisional,0,Attorney General,0,0
Talbot,Absentee by Mail,285,Attorney General,264,21
Talbot,Advance in Person,772,Attorney General,748,24
Talbot,Election Day,1895,Attorney General,1816,79
Talbot,Provisional,2,Attorney General,2,0
Taliaferro,Absentee by Mail,162,Attorney General,151,11
Taliaferro,Advance in Person,441,Attorney General,403,38
Taliaferro,Election Day,314,Attorney General,288,26
Taliaferro,Provisional,4,Attorney General,4,0
Tattnall,Absentee by Mail,392,Attorney General,387,5
Tattnall,Advance in Person,3539,Attorney General,3426,113
Tattnall,Election Day,2708,Attorney General,2611,97
Tattnall,Provisional,8,Attorney General,8,0
Taylor,Absentee by Mail,243,Attorney General,239,4
Taylor,Advance in Person,1843,Attorney General,1811,32
Taylor,Election Day,1179,Attorney General,1130,49
Taylor,Provisional,29,Attorney General,29,0
Telfair,Absentee by Mail,331,Attorney General,326,5
Telfair,Advance in Person,1676,Attorney General,1604,72
Telfair,Election Day,1624,Attorney General,1560,64
Telfair,Provisional,1,Attorney General,1,0
Terrell,Absentee by Mail,327,Attorney General,322,5
Terrell,Advance in Person,1612,Attorney General,1583,29
Terrell,Election Day,1991,Attorney General,1912,79
Terrell,Provisional,9,Attorney General,9,0
Thomas,Absentee by Mail,991,Attorney General,974,17
Thomas,Advance in Person,8376,Attorney General,8170,206
Thomas,Election Day,7874,Attorney General,7705,169
Thomas,Provisional,3,Attorney General,3,0
Tift,Absentee by Mail,561,Attorney General,545,16
Tift,Advance in Person,7646,Attorney General,7440,206
Tift,Election Day,5462,Attorney General,5295,167
Tift,Provisional,4,Attorney General,3,1
Toombs,Absentee by Mail,681,Attorney General,666,15
Toombs,Advance in Person,4860,Attorney General,4730,130
Toombs,Election Day,3310,Attorney General,3217,93
Toombs,Provisional,9,Attorney General,9,0
Towns,Absentee by Mail,284,Attorney General,282,2
Towns,Advance in Person,4009,Attorney General,3906,103
Towns,Election Day,1839,Attorney General,1794,45
Towns,Provisional,0,Attorney General,0,0
Treutlen,Absentee by Mail,146,Attorney General,139,7
Treutlen,Advance in Person,1659,Attorney General,1587,72
Treutlen,Election Day,805,Attorney General,761,44
Treutlen,Provisional,4,Attorney General,4,0
Troup,Absentee by Mail,1264,Attorney General,1242,22
Troup,Advance in Person,11226,Attorney General,11007,219
Troup,Election Day,11173,Attorney General,10904,269
Troup,Provisional,250,Attorney General,242,8
Turner,Absentee by Mail,148,Attorney General,148,0
Turner,Advance in Person,1922,Attorney General,1859,63
Turner,Election Day,1199,Attorney General,1165,34
Turner,Provisional,5,Attorney General,5,0
Twiggs,Absentee by Mail,275,Attorney General,273,2
Twiggs,Advance in Person,1531,Attorney General,1480,51
Twiggs,Election Day,1981,Attorney General,1909,72
Twiggs,Provisional,5,Attorney General,5,0
Union,Absentee by Mail,482,Attorney General,475,7
Union,Advance in Person,6626,Attorney General,6508,118
Union,Election Day,4755,Attorney General,4622,133
Union,Provisional,2,Attorney General,2,0
Upson,Absentee by Mail,602,Attorney General,597,5
Upson,Advance in Person,6729,Attorney General,6547,182
Upson,Election Day,3227,Attorney General,3140,87
Upson,Provisional,10,Attorney General,9,1
Walker,Absentee by Mail,813,Attorney General,800,13
Walker,Advance in Person,11133,Attorney General,10892,241
Walker,Election Day,9505,Attorney General,9255,250
Walker,Provisional,39,Attorney General,38,1
Walton,Absentee by Mail,1769,Attorney General,1748,21
Walton,Advance in Person,14370,Attorney General,14062,308
Walton,Election Day,22496,Attorney General,22089,407
Walton,Provisional,51,Attorney General,49,2
Ware,Absentee by Mail,627,Attorney General,619,8
Ware,Advance in Person,5460,Attorney General,5378,82
Ware,Election Day,4917,Attorney General,4779,138
Ware,Provisional,12,Attorney General,12,0
Warren,Absentee by Mail,187,Attorney General,185,2
Warren,Advance in Person,1267,Attorney General,1222,45
Warren,Election Day,806,Attorney General,774,32
Warren,Provisional,1,Attorney General,1,0
Washington,Absentee by Mail,727,Attorney General,705,22
Washington,Advance in Person,3907,Attorney General,3760,147
Washington,Election Day,3525,Attorney General,3377,148
Washington,Provisional,10,Attorney General,10,0
Wayne,Absentee by Mail,501,Attorney General,498,3
Wayne,Advance in Person,5868,Attorney General,5724,144
Wayne,Election Day,3753,Attorney General,3661,92
Wayne,Provisional,10,Attorney General,9,1
Webster,Absentee by Mail,152,Attorney General,149,3
Webster,Advance in Person,544,Attorney General,529,15
Webster,Election Day,404,Attorney General,383,21
Webster,Provisional,0,Attorney General,0,0
Wheeler,Absentee by Mail,115,Attorney General,115,0
Wheeler,Advance in Person,974,Attorney General,945,29
Wheeler,Election Day,838,Attorney General,797,41
Wheeler,Provisional,4,Attorney General,4,0
White,Absentee by Mail,537,Attorney General,534,3
White,Advance in Person,5408,Attorney General,5302,106
White,Election Day,5489,Attorney General,5413,76
White,Provisional,6,Attorney General,6,0
Whitfield,Absentee by Mail,1017,Attorney General,999,18
Whitfield,Advance in Person,9610,Attorney General,9373,237
Whitfield,Election Day,16675,Attorney General,16191,484
Whitfield,Provisional,25,Attorney General,24,1
Wilcox,Absentee by Mail,205,Attorney General,198,7
Wilcox,Advance in Person,1202,Attorney General,1178,24
Wilcox,Election Day,1408,Attorney General,1358,50
Wilcox,Provisional,0,Attorney General,0,0
Wilkes,Absentee by Mail,301,Attorney General,292,9
Wilkes,Advance in Person,2075,Attorney General,2000,75
Wilkes,Election Day,1995,Attorney General,1917,78
Wilkes,Provisional,6,Attorney General,6,0
Wilkinson,Absentee by Mail,270,Attorney General,260,10
Wilkinson,Advance in Person,1567,Attorney General,1519,48
Wilkinson,Election Day,2427,Attorney General,2338,89
Wilkinson,Provisional,1,Attorney General,1,0
Worth,Absentee by Mail,305,Attorney General,300,5
Worth,Advance in Person,3108,Attorney General,3029,79
Worth,Election Day,4418,Attorney General,4296,122
Worth,Provisional,15,Attorney General,15,0
Appling,Absentee by Mail,530,Commissioner Of Agriculture,517,13
Appling,Advance in Person,3298,Commissioner Of Agriculture,3193,105
Appling,Election Day,2978,Commissioner Of Agriculture,2864,114
Appling,Provisional,3,Commissioner Of Agriculture,3,0
Atkinson,Absentee by Mail,88,Commissioner Of Agriculture,87,1
Atkinson,Advance in Person,1285,Commissioner Of Agriculture,1225,60
Atkinson,Election Day,1147,Commissioner Of Agriculture,1091,56
Atkinson,Provisional,2,Commissioner Of Agriculture,2,0
Bacon,Absentee by Mail,174,Commissioner Of Agriculture,172,2
Bacon,Advance in Person,2828,Commissioner Of Agriculture,2759,69
Bacon,Election Day,827,Commissioner Of Agriculture,782,45
Bacon,Provisional,1,Commissioner Of Agriculture,1,0
Baker,Absentee by Mail,141,Commissioner Of Agriculture,134,7
Baker,Advance in Person,485,Commissioner Of Agriculture,471,14
Baker,Election Day,665,Commissioner Of Agriculture,635,30
Baker,Provisional,2,Commissioner Of Agriculture,2,0
Baldwin,Absentee by Mail,1158,Commissioner Of Agriculture,1141,17
Baldwin,Advance in Person,8295,Commissioner Of Agriculture,8045,250
Baldwin,Election Day,6180,Commissioner Of Agriculture,5949,231
Baldwin,Provisional,3,Commissioner Of Agriculture,3,0
Banks,Absentee by Mail,223,Commissioner Of Agriculture,223,0
Banks,Advance in Person,2771,Commissioner Of Agriculture,2733,38
Banks,Election Day,3858,Commissioner Of Agriculture,3801,57
Banks,Provisional,1,Commissioner Of Agriculture,1,0
Barrow,Absentee by Mail,1263,Commissioner Of Agriculture,1246,17
Barrow,Advance in Person,12223,Commissioner Of Agriculture,11975,248
Barrow,Election Day,13912,Commissioner Of Agriculture,13617,295
Barrow,Provisional,7,Commissioner Of Agriculture,7,0
Bartow,Absentee by Mail,1568,Commissioner Of Agriculture,1543,25
Bartow,Advance in Person,16175,Commissioner Of Agriculture,15927,248
Bartow,Election Day,19584,Commissioner Of Agriculture,19226,358
Bartow,Provisional,32,Commissioner Of Agriculture,32,0
Ben Hill,Absentee by Mail,320,Commissioner Of Agriculture,315,5
Ben Hill,Advance in Person,3605,Commissioner Of Agriculture,3539,66
Ben Hill,Election Day,1608,Commissioner Of Agriculture,1573,35
Ben Hill,Provisional,14,Commissioner Of Agriculture,14,0
Berrien,Absentee by Mail,322,Commissioner Of Agriculture,319,3
Berrien,Advance in Person,3153,Commissioner Of Agriculture,3077,76
Berrien,Election Day,2772,Commissioner Of Agriculture,2692,80
Berrien,Provisional,5,Commissioner Of Agriculture,5,0
Bibb,Absentee by Mail,4461,Commissioner Of Agriculture,4382,79
Bibb,Advance in Person,26183,Commissioner Of Agriculture,25489,694
Bibb,Election Day,29816,Commissioner Of Agriculture,29026,790
Bibb,Provisional,232,Commissioner Of Agriculture,225,7
Bleckley,Absentee by Mail,257,Commissioner Of Agriculture,250,7
Bleckley,Advance in Person,2805,Commissioner Of Agriculture,2725,80
Bleckley,Election Day,1793,Commissioner Of Agriculture,1736,57
Bleckley,Provisional,5,Commissioner Of Agriculture,5,0
Brantley,Absentee by Mail,188,Commissioner Of Agriculture,185,3
Brantley,Advance in Person,2868,Commissioner Of Agriculture,2807,61
Brantley,Election Day,2633,Commissioner Of Agriculture,2543,90
Brantley,Provisional,5,Commissioner Of Agriculture,5,0
Brooks,Absentee by Mail,465,Commissioner Of Agriculture,454,11
Brooks,Advance in Person,2417,Commissioner Of Agriculture,2361,56
Brooks,Election Day,2814,Commissioner Of Agriculture,2742,72
Brooks,Provisional,27,Commissioner Of Agriculture,27,0
Bryan,Absentee by Mail,582,Commissioner Of Agriculture,571,11
Bryan,Advance in Person,8342,Commissioner Of Agriculture,8161,181
Bryan,Election Day,6046,Commissioner Of Agriculture,5894,152
Bryan,Provisional,15,Commissioner Of Agriculture,15,0
Bulloch,Absentee by Mail,1076,Commissioner Of Agriculture,1049,27
Bulloch,Advance in Person,11170,Commissioner Of Agriculture,10897,273
Bulloch,Election Day,11297,Commissioner Of Agriculture,10989,308
Bulloch,Provisional,140,Commissioner Of Agriculture,132,8
Burke,Absentee by Mail,968,Commissioner Of Agriculture,958,10
Burke,Advance in Person,3199,Commissioner Of Agriculture,3102,97
Burke,Election Day,4552,Commissioner Of Agriculture,4388,164
Burke,Provisional,2,Commissioner Of Agriculture,2,0
Butts,Absentee by Mail,380,Commissioner Of Agriculture,369,11
Butts,Advance in Person,6277,Commissioner Of Agriculture,6116,161
Butts,Election Day,2206,Commissioner Of Agriculture,2147,59
Butts,Provisional,0,Commissioner Of Agriculture,0,0
Calhoun,Absentee by Mail,185,Commissioner Of Agriculture,183,2
Calhoun,Advance in Person,607,Commissioner Of Agriculture,593,14
Calhoun,Election Day,1107,Commissioner Of Agriculture,1066,41
Calhoun,Provisional,0,Commissioner Of Agriculture,0,0
Camden,Absentee by Mail,1193,Commissioner Of Agriculture,1176,17
Camden,Advance in Person,8085,Commissioner Of Agriculture,7919,166
Camden,Election Day,7775,Commissioner Of Agriculture,7570,205
Camden,Provisional,8,Commissioner Of Agriculture,8,0
Candler,Absentee by Mail,120,Commissioner Of Agriculture,117,3
Candler,Advance in Person,2335,Commissioner Of Agriculture,2271,64
Candler,Election Day,1083,Commissioner Of Agriculture,1054,29
Candler,Provisional,1,Commissioner Of Agriculture,1,0
Carroll,Absentee by Mail,1518,Commissioner Of Agriculture,1488,30
Carroll,Advance in Person,20100,Commissioner Of Agriculture,19701,399
Carroll,Election Day,20121,Commissioner Of Agriculture,19648,473
Carroll,Provisional,104,Commissioner Of Agriculture,101,3
Catoosa,Absentee by Mail,540,Commissioner Of Agriculture,535,5
Catoosa,Advance in Person,13673,Commissioner Of Agriculture,13407,266
Catoosa,Election Day,9512,Commissioner Of Agriculture,9323,189
Catoosa,Provisional,33,Commissioner Of Agriculture,33,0
Charlton,Absentee by Mail,163,Commissioner Of Agriculture,158,5
Charlton,Advance in Person,1549,Commissioner Of Agriculture,1514,35
Charlton,Election Day,1657,Commissioner Of Agriculture,1584,73
Charlton,Provisional,8,Commissioner Of Agriculture,8,0
Chatham,Absentee by Mail,6177,Commissioner Of Agriculture,6049,128
Chatham,Advance in Person,32338,Commissioner Of Agriculture,31528,810
Chatham,Election Day,64823,Commissioner Of Agriculture,62821,2002
Chatham,Provisional,205,Commissioner Of Agriculture,195,10
Chattahoochee,Absentee by Mail,35,Commissioner Of Agriculture,35,0
Chattahoochee,Advance in Person,493,Commissioner Of Agriculture,466,27
Chattahoochee,Election Day,574,Commissioner Of Agriculture,551,23
Chattahoochee,Provisional,3,Commissioner Of Agriculture,3,0
Chattooga,Absentee by Mail,225,Commissioner Of Agriculture,224,1
Chattooga,Advance in Person,3452,Commissioner Of Agriculture,3363,89
Chattooga,Election Day,3750,Commissioner Of Agriculture,3643,107
Chattooga,Provisional,7,Commissioner Of Agriculture,7,0
Cherokee,Absentee by Mail,5312,Commissioner Of Agriculture,5200,112
Cherokee,Advance in Person,48565,Commissioner Of Agriculture,47762,803
Cherokee,Election Day,52422,Commissioner Of Agriculture,51043,1379
Cherokee,Provisional,112,Commissioner Of Agriculture,107,5
Clarke,Absentee by Mail,3022,Commissioner Of Agriculture,2968,54
Clarke,Advance in Person,19957,Commissioner Of Agriculture,19518,439
Clarke,Election Day,20282,Commissioner Of Agriculture,19609,673
Clarke,Provisional,41,Commissioner Of Agriculture,40,1
Clay,Absentee by Mail,143,Commissioner Of Agriculture,140,3
Clay,Advance in Person,579,Commissioner Of Agriculture,549,30
Clay,Election Day,464,Commissioner Of Agriculture,445,19
Clay,Provisional,0,Commissioner Of Agriculture,0,0
Clayton,Absentee by Mail,5847,Commissioner Of Agriculture,5719,128
Clayton,Advance in Person,47671,Commissioner Of Agriculture,46640,1031
Clayton,Election Day,38322,Commissioner Of Agriculture,37295,1027
Clayton,Provisional,372,Commissioner Of Agriculture,355,17
Clinch,Absentee by Mail,109,Commissioner Of Agriculture,109,0
Clinch,Advance in Person,1236,Commissioner Of Agriculture,1198,38
Clinch,Election Day,909,Commissioner Of Agriculture,868,41
Clinch,Provisional,4,Commissioner Of Agriculture,4,0
Cobb,Absentee by Mail,25901,Commissioner Of Agriculture,25408,493
Cobb,Advance in Person,111554,Commissioner Of Agriculture,109697,1857
Cobb,Election Day,172926,Commissioner Of Agriculture,168824,4102
Cobb,Provisional,1433,Commissioner Of Agriculture,1392,41
Coffee,Absentee by Mail,395,Commissioner Of Agriculture,388,7
Coffee,Advance in Person,7664,Commissioner Of Agriculture,7407,257
Coffee,Election Day,4536,Commissioner Of Agriculture,4394,142
Coffee,Provisional,20,Commissioner Of Agriculture,18,2
Colquitt,Absentee by Mail,514,Commissioner Of Agriculture,506,8
Colquitt,Advance in Person,6071,Commissioner Of Agriculture,5896,175
Colquitt,Election Day,6368,Commissioner Of Agriculture,6136,232
Colquitt,Provisional,10,Commissioner Of Agriculture,10,0
Columbia,Absentee by Mail,2936,Commissioner Of Agriculture,2871,65
Columbia,Advance in Person,29686,Commissioner Of Agriculture,29208,478
Columbia,Election Day,28969,Commissioner Of Agriculture,28327,642
Columbia,Provisional,43,Commissioner Of Agriculture,42,1
Cook,Absentee by Mail,244,Commissioner Of Agriculture,241,3
Cook,Advance in Person,3069,Commissioner Of Agriculture,3005,64
Cook,Election Day,2490,Commissioner Of Agriculture,2442,48
Cook,Provisional,0,Commissioner Of Agriculture,0,0
Coweta,Absentee by Mail,2812,Commissioner Of Agriculture,2772,40
Coweta,Advance in Person,25641,Commissioner Of Agriculture,25174,467
Coweta,Election Day,29603,Commissioner Of Agriculture,28891,712
Coweta,Provisional,15,Commissioner Of Agriculture,15,0
Crawford,Absentee by Mail,234,Commissioner Of Agriculture,230,4
Crawford,Advance in Person,2567,Commissioner Of Agriculture,2467,100
Crawford,Election Day,2130,Commissioner Of Agriculture,2084,46
Crawford,Provisional,3,Commissioner Of Agriculture,3,0
Crisp,Absentee by Mail,363,Commissioner Of Agriculture,353,10
Crisp,Advance in Person,4191,Commissioner Of Agriculture,4069,122
Crisp,Election Day,2470,Commissioner Of Agriculture,2353,117
Crisp,Provisional,26,Commissioner Of Agriculture,24,2
Dade,Absentee by Mail,129,Commissioner Of Agriculture,120,9
Dade,Advance in Person,2561,Commissioner Of Agriculture,2460,101
Dade,Election Day,2760,Commissioner Of Agriculture,2667,93
Dade,Provisional,12,Commissioner Of Agriculture,12,0
Dawson,Absentee by Mail,439,Commissioner Of Agriculture,432,7
Dawson,Advance in Person,7020,Commissioner Of Agriculture,6896,124
Dawson,Election Day,4111,Commissioner Of Agriculture,4004,107
Dawson,Provisional,11,Commissioner Of Agriculture,11,0
DeKalb,Absentee by Mail,19672,Commissioner Of Agriculture,19145,527
DeKalb,Advance in Person,150814,Commissioner Of Agriculture,147448,3366
DeKalb,Election Day,140482,Commissioner Of Agriculture,136125,4357
DeKalb,Provisional,1773,Commissioner Of Agriculture,1703,70
Decatur,Absentee by Mail,548,Commissioner Of Agriculture,538,10
Decatur,Advance in Person,4260,Commissioner Of Agriculture,4164,96
Decatur,Election Day,4235,Commissioner Of Agriculture,4107,128
Decatur,Provisional,103,Commissioner Of Agriculture,97,6
Dodge,Absentee by Mail,448,Commissioner Of Agriculture,433,15
Dodge,Advance in Person,3411,Commissioner Of Agriculture,3259,152
Dodge,Election Day,3192,Commissioner Of Agriculture,3049,143
Dodge,Provisional,10,Commissioner Of Agriculture,10,0
Dooly,Absentee by Mail,196,Commissioner Of Agriculture,192,4
Dooly,Advance in Person,1889,Commissioner Of Agriculture,1807,82
Dooly,Election Day,1708,Commissioner Of Agriculture,1635,73
Dooly,Provisional,2,Commissioner Of Agriculture,1,1
Dougherty,Absentee by Mail,1944,Commissioner Of Agriculture,1897,47
Dougherty,Advance in Person,11332,Commissioner Of Agriculture,11054,278
Dougherty,Election Day,18021,Commissioner Of Agriculture,17489,532
Dougherty,Provisional,128,Commissioner Of Agriculture,122,6
Douglas,Absentee by Mail,3233,Commissioner Of Agriculture,3182,51
Douglas,Advance in Person,30219,Commissioner Of Agriculture,29765,454
Douglas,Election Day,21745,Commissioner Of Agriculture,21260,485
Douglas,Provisional,58,Commissioner Of Agriculture,58,0
Early,Absentee by Mail,473,Commissioner Of Agriculture,459,14
Early,Advance in Person,1569,Commissioner Of Agriculture,1548,21
Early,Election Day,2089,Commissioner Of Agriculture,2030,59
Early,Provisional,4,Commissioner Of Agriculture,4,0
Echols,Absentee by Mail,35,Commissioner Of Agriculture,35,0
Echols,Advance in Person,767,Commissioner Of Agriculture,754,13
Echols,Election Day,341,Commissioner Of Agriculture,329,12
Echols,Provisional,0,Commissioner Of Agriculture,0,0
Effingham,Absentee by Mail,750,Commissioner Of Agriculture,739,11
Effingham,Advance in Person,10717,Commissioner Of Agriculture,10518,199
Effingham,Election Day,11898,Commissioner Of Agriculture,11637,261
Effingham,Provisional,6,Commissioner Of Agriculture,6,0
Elbert,Absentee by Mail,563,Commissioner Of Agriculture,560,3
Elbert,Advance in Person,3722,Commissioner Of Agriculture,3626,96
Elbert,Election Day,3034,Commissioner Of Agriculture,2937,97
Elbert,Provisional,69,Commissioner Of Agriculture,64,5
Emanuel,Absentee by Mail,390,Commissioner Of Agriculture,387,3
Emanuel,Advance in Person,3424,Commissioner Of Agriculture,3309,115
Emanuel,Election Day,3896,Commissioner Of Agriculture,3707,189
Emanuel,Provisional,6,Commissioner Of Agriculture,6,0
Evans,Absentee by Mail,199,Commissioner Of Agriculture,195,4
Evans,Advance in Person,2162,Commissioner Of Agriculture,2073,89
Evans,Election Day,1086,Commissioner Of Agriculture,1042,44
Evans,Provisional,0,Commissioner Of Agriculture,0,0
Fannin,Absentee by Mail,658,Commissioner Of Agriculture,650,8
Fannin,Advance in Person,5341,Commissioner Of Agriculture,5227,114
Fannin,Election Day,5204,Commissioner Of Agriculture,5023,181
Fannin,Provisional,16,Commissioner Of Agriculture,16,0
Fayette,Absentee by Mail,2647,Commissioner Of Agriculture,2589,58
Fayette,Advance in Person,31073,Commissioner Of Agriculture,30522,551
Fayette,Election Day,24242,Commissioner Of Agriculture,23572,670
Fayette,Provisional,36,Commissioner Of Agriculture,35,1
Floyd,Absentee by Mail,1260,Commissioner Of Agriculture,1227,33
Floyd,Advance in Person,13688,Commissioner Of Agriculture,13376,312
Floyd,Election Day,15277,Commissioner Of Agriculture,14807,470
Floyd,Provisional,113,Commissioner Of Agriculture,109,4
Forsyth,Absentee by Mail,4428,Commissioner Of Agriculture,4331,97
Forsyth,Advance in Person,52559,Commissioner Of Agriculture,51681,878
Forsyth,Election Day,36252,Commissioner Of Agriculture,35336,916
Forsyth,Provisional,59,Commissioner Of Agriculture,58,1
Franklin,Absentee by Mail,388,Commissioner Of Agriculture,386,2
Franklin,Advance in Person,3502,Commissioner Of Agriculture,3445,57
Franklin,Election Day,4259,Commissioner Of Agriculture,4145,114
Franklin,Provisional,0,Commissioner Of Agriculture,0,0
Fulton,Absentee by Mail,17842,Commissioner Of Agriculture,17268,574
Fulton,Advance in Person,224522,Commissioner Of Agriculture,219398,5124
Fulton,Election Day,179442,Commissioner Of Agriculture,173718,5724
Fulton,Provisional,1982,Commissioner Of Agriculture,1879,103
Gilmer,Absentee by Mail,559,Commissioner Of Agriculture,556,3
Gilmer,Advance in Person,6295,Commissioner Of Agriculture,6140,155
Gilmer,Election Day,5617,Commissioner Of Agriculture,5470,147
Gilmer,Provisional,39,Commissioner Of Agriculture,36,3
Glascock,Absentee by Mail,81,Commissioner Of Agriculture,80,1
Glascock,Advance in Person,652,Commissioner Of Agriculture,630,22
Glascock,Election Day,567,Commissioner Of Agriculture,533,34
Glascock,Provisional,1,Commissioner Of Agriculture,1,0
Glynn,Absentee by Mail,1812,Commissioner Of Agriculture,1782,30
Glynn,Advance in Person,17510,Commissioner Of Agriculture,17079,431
Glynn,Election Day,13179,Commissioner Of Agriculture,12796,383
Glynn,Provisional,147,Commissioner Of Agriculture,141,6
Gordon,Absentee by Mail,547,Commissioner Of Agriculture,536,11
Gordon,Advance in Person,8119,Commissioner Of Agriculture,7920,199
Gordon,Election Day,9106,Commissioner Of Agriculture,8882,224
Gordon,Provisional,32,Commissioner Of Agriculture,30,2
Grady,Absentee by Mail,400,Commissioner Of Agriculture,395,5
Grady,Advance in Person,3857,Commissioner Of Agriculture,3772,85
Grady,Election Day,4099,Commissioner Of Agriculture,3992,107
Grady,Provisional,14,Commissioner Of Agriculture,14,0
Greene,Absentee by Mail,623,Commissioner Of Agriculture,611,12
Greene,Advance in Person,5593,Commissioner Of Agriculture,5516,77
Greene,Election Day,2773,Commissioner Of Agriculture,2691,82
Greene,Provisional,6,Commissioner Of Agriculture,6,0
Gwinnett,Absentee by Mail,20397,Commissioner Of Agriculture,20115,282
Gwinnett,Advance in Person,137166,Commissioner Of Agriculture,134778,2388
Gwinnett,Election Day,155146,Commissioner Of Agriculture,151507,3639
Gwinnett,Provisional,2209,Commissioner Of Agriculture,2162,47
Habersham,Absentee by Mail,853,Commissioner Of Agriculture,837,16
Habersham,Advance in Person,10023,Commissioner Of Agriculture,9829,194
Habersham,Election Day,4619,Commissioner Of Agriculture,4490,129
Habersham,Provisional,5,Commissioner Of Agriculture,5,0
Hall,Absentee by Mail,3493,Commissioner Of Agriculture,3440,53
Hall,Advance in Person,24348,Commissioner Of Agriculture,23858,490
Hall,Election Day,39441,Commissioner Of Agriculture,38421,1020
Hall,Provisional,124,Commissioner Of Agriculture,118,6
Hancock,Absentee by Mail,490,Commissioner Of Agriculture,476,14
Hancock,Advance in Person,1531,Commissioner Of Agriculture,1452,79
Hancock,Election Day,1518,Commissioner Of Agriculture,1430,88
Hancock,Provisional,9,Commissioner Of Agriculture,7,2
Haralson,Absentee by Mail,393,Commissioner Of Agriculture,387,6
Haralson,Advance in Person,4202,Commissioner Of Agriculture,4115,87
Haralson,Election Day,5990,Commissioner Of Agriculture,5860,130
Haralson,Provisional,0,Commissioner Of Agriculture,0,0
Harris,Absentee by Mail,729,Commissioner Of Agriculture,717,12
Harris,Advance in Person,7251,Commissioner Of Agriculture,7108,143
Harris,Election Day,7992,Commissioner Of Agriculture,7777,215
